LOCALITY	PLOT	YEAR	REP	BLK	ROW	COL	ID	F1_EARLINESS_1	F1_EARLINESS_2	F1_EARLINESS_3	F1_EARLINESS_4	F1_EARLINESS_5	F1_EARLINESS_L	F1_OVERALL_1	F1_OVERALL_2	F1_OVERALL_3	F1_OVERALL_4	F1_OVERALL_5	F1_OVERALL_L	F1_SPIKE_1	F1_SPIKE_2	F1_SPIKE_3	F1_SPIKE_4	F1_SPIKE_5	F1_SPIKE_L	F1_TILLER_1	F1_TILLER_2	F1_TILLER_3	F1_TILLER_4	F1_TILLER_5	F1_TILLER_L	F2_EARLINESS_1	F2_EARLINESS_2	F2_EARLINESS_3	F2_EARLINESS_4	F2_EARLINESS_5	F2_EARLINESS_L	F2_OVERALL_1	F2_OVERALL_2	F2_OVERALL_3	F2_OVERALL_4	F2_OVERALL_5	F2_OVERALL_L	F2_SPIKE_1	F2_SPIKE_2	F2_SPIKE_3	F2_SPIKE_4	F2_SPIKE_5	F2_SPIKE_L	F2_TILLER_1	F2_TILLER_2	F2_TILLER_3	F2_TILLER_4	F2_TILLER_5	F2_TILLER_L	F3_EARLINESS_1	F3_EARLINESS_2	F3_EARLINESS_3	F3_EARLINESS_4	F3_EARLINESS_5	F3_EARLINESS_L	F3_OVERALL_1	F3_OVERALL_2	F3_OVERALL_3	F3_OVERALL_4	F3_OVERALL_5	F3_OVERALL_L	F3_SPIKE_1	F3_SPIKE_2	F3_SPIKE_3	F3_SPIKE_4	F3_SPIKE_5	F3_SPIKE_L	F3_TILLER_1	F3_TILLER_2	F3_TILLER_3	F3_TILLER_4	F3_TILLER_5	F3_TILLER_L	M1_EARLINESS_1	M1_EARLINESS_2	M1_EARLINESS_3	M1_EARLINESS_4	M1_EARLINESS_5	M1_EARLINESS_L	M1_OVERALL_1	M1_OVERALL_2	M1_OVERALL_3	M1_OVERALL_4	M1_OVERALL_5	M1_OVERALL_L	M1_SPIKE_1	M1_SPIKE_2	M1_SPIKE_3	M1_SPIKE_4	M1_SPIKE_5	M1_SPIKE_L	M1_TILLER_1	M1_TILLER_2	M1_TILLER_3	M1_TILLER_4	M1_TILLER_5	M1_TILLER_L	M2_EARLINESS_1	M2_EARLINESS_2	M2_EARLINESS_3	M2_EARLINESS_4	M2_EARLINESS_5	M2_EARLINESS_L	M2_OVERALL_1	M2_OVERALL_2	M2_OVERALL_3	M2_OVERALL_4	M2_OVERALL_5	M2_OVERALL_L	M2_SPIKE_1	M2_SPIKE_2	M2_SPIKE_3	M2_SPIKE_4	M2_SPIKE_5	M2_SPIKE_L	M2_TILLER_1	M2_TILLER_2	M2_TILLER_3	M2_TILLER_4	M2_TILLER_5	M2_TILLER_L	M3_EARLINESS_1	M3_EARLINESS_2	M3_EARLINESS_3	M3_EARLINESS_4	M3_EARLINESS_5	M3_EARLINESS_L	M3_OVERALL_1	M3_OVERALL_2	M3_OVERALL_3	M3_OVERALL_4	M3_OVERALL_5	M3_OVERALL_L	M3_SPIKE_1	M3_SPIKE_2	M3_SPIKE_3	M3_SPIKE_4	M3_SPIKE_5	M3_SPIKE_L	M3_TILLER_1	M3_TILLER_2	M3_TILLER_3	M3_TILLER_4	M3_TILLER_5	M3_TILLER_L
hagreselam	111	2012	1	6	6	11	212564	5	5	5	5	4	5	4	3	3	3	4	4	4	5	4	5	4	4	4	4	4	4	4	3	5	5	5	5	5	5	5	3	3	3	3	4	4	4	4	4	4	4	3	3	3	3	4	3	4	4	4	4	4	5	3	4	4	3	4	3	3	4	4	4	4	3	4	4	4	4	4	4	5	5	5	5	5	5	3	2	2	3	3	3	3	2	2	2	3	3	2	3	3	3	3	4	4	4	4	3	4	4	3	3	3	3	3	3	4	3	3	3	2	3	3	2	3	4	3	3	4	5	4	5	4	5	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	157	2012	1	8	8	17	213310	5	5	5	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	4	4	4	3	4	4	3	5	5	4	4	4	4	4	3	3	3	3	2	4	3	4	4	3	3	3	5	4	3	4	4	4	4	4	4	4	4	5	4	4	5	5	5	5	4	4	5	5	4	4	4	5	4	3	3	3	3	2	3	3	4	5	3	3	4	4	4	4	3	4	4	4	3	3	2	3	3	3	3	3	3	2	3	3	3	3	3	4	3	3	2	3	3	3	2	3	2	2	3	3	3	2	2	3	3	3	3	4	2	4	4	4	3	2	3	3	3	3	3	3	3	4	3	3	3	3
hagreselam	294	2012	1	15	15	14	214303	5	5	5	5	4	NA	5	3	5	3	4	NA	4	4	4	4	4	NA	3	3	4	3	4	NA	4	5	5	5	4	5	2	4	3	2	2	2	3	3	4	3	2	3	2	2	3	2	2	2	4	4	4	3	4	5	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	4	3	3	3	4	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	1	4	3	3	3	3	3	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	2	1	4	4	4	3	2	3	1	1	1	1	1	1	1	2	1	2	2	3	2	2	2	3	2	2
hagreselam	128	2012	1	7	7	8	214328	5	4	4	4	4	4	4	3	4	4	5	4	5	5	5	5	5	4	4	4	4	4	4	4	3	3	4	4	4	4	4	4	3	3	3	4	3	3	4	4	3	4	2	4	3	3	3	4	4	3	4	5	3	3	3	3	4	4	4	3	3	2	2	3	4	3	4	4	4	4	3	4	2	2	2	2	3	1	2	3	1	3	1	3	2	2	2	2	1	2	2	4	4	3	2	3	2	2	2	2	2	2	2	3	3	3	3	3	2	3	2	3	2	3	3	3	3	2	3	3	3	2	3	4	3	2	1	1	1	1	1	1	2	3	3	2	3	2	3	2	3	3	3	3
hagreselam	12	2012	1	1	1	12	214357	5	4	4	4	4	5	4	4	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	3	3	4	3	4	5	5	4	5	4	4	3	4	3	4	3	5	3	3	3	2	4	3	2	2	4	4	3	3	3	3	4	3	3	4	5	4	3	5	3	4	2	3	2	2	3	3	5	5	4	5	5	4	4	5	5	5	5	4	5	4	4	5	4	4	2	3	3	3	1	2	3	3	3	3	3	2	4	4	3	5	3	4	4	4	2	4	4	3	2	2	3	3	3	2	4	5	2	4	3	3	4	4	4	3	4	3	3	4	3	3	3	4
hagreselam	287	2012	1	15	15	7	214366	5	5	4	4	4	NA	4	4	4	5	4	NA	4	5	5	5	5	NA	4	4	4	3	4	NA	5	5	5	5	5	5	4	3	3	2	4	3	3	4	4	3	4	3	3	3	3	2	3	3	5	5	4	5	4	5	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	4	5	4	3	4	4	4	4	4	4	4	4	4	5	4	4	3	3	3	3	2	3	4	3	3	4	3	3	3	3	3	3	2	3	3	3	2	2	3	3	2	2	2	3	2	3	4	3	3	4	3	3	3	1	4	4	3	3	3	3	3	1	2	4	3	3	2	2	2	2
hagreselam	25	2012	1	2	2	5	214494	5	5	5	5	5	5	4	4	5	4	4	5	5	5	5	5	5	4	4	3	5	4	5	5	5	5	5	5	5	5	4	5	5	5	3	4	3	4	4	5	4	4	4	3	4	4	4	4	4	4	5	4	4	5	3	4	4	4	4	3	3	3	5	4	4	3	4	3	3	3	5	4	5	5	5	5	5	5	2	3	3	3	2	3	2	2	4	3	3	3	3	3	5	3	3	3	3	4	3	2	3	3	2	2	2	2	2	3	3	3	2	4	2	2	3	3	3	3	3	3	4	4	4	4	4	5	2	2	2	2	2	3	3	3	4	4	3	3	3	3	4	3	3	4
hagreselam	359	2012	1	18	18	19	214502	3	4	4	4	4	NA	2	3	2	3	2	NA	3	2	2	3	2	NA	3	2	2	2	3	NA	4	5	5	4	5	5	2	3	5	3	3	3	2	4	4	4	3	3	3	4	3	3	3	3	4	4	4	4	3	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	3	3	5	5	4	4	4	4	2	2	2	2	2	2	2	2	2	2	2	2	4	3	3	3	3	4	3	4	4	3	3	4	2	2	2	2	2	3	2	2	1	2	3	2	2	2	2	3	2	3	4	4	3	4	4	4	2	1	1	1	1	2	3	3	3	4	3	3	3	3	3	3	3	4
hagreselam	301	2012	1	16	16	1	214571	3	3	3	5	3	NA	4	3	2	3	3	NA	4	2	4	4	3	NA	3	3	2	5	2	NA	3	3	3	2	2	3	2	2	2	1	1	1	2	3	3	2	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	2	2	3	2	2	2	2	2	3	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	3	3	2	3	2	3	5	2	1	1	2	2	2
hagreselam	275	2012	1	14	14	15	214585	4	4	4	4	5	4	4	4	4	4	4	4	4	3	4	4	4	4	3	4	3	3	4	2	5	5	5	5	5	5	5	5	4	3	3	3	4	4	4	4	4	4	3	3	3	3	3	3	5	5	5	4	5	5	3	3	3	3	3	3	3	4	4	3	4	3	3	3	3	3	3	3	3	3	4	3	4	4	3	3	3	4	3	3	3	3	3	3	4	3	2	2	3	3	2	2	3	3	3	3	3	3	2	3	2	2	2	2	3	2	3	3	3	3	2	2	2	3	2	2	4	4	4	4	4	4	2	2	2	1	2	3	3	3	3	3	3	3	3	3	3	3	2	3
hagreselam	243	2012	1	13	13	3	214599	5	5	5	5	4	5	4	4	4	4	4	3	4	4	4	4	4	4	3	4	3	5	4	2	4	5	5	5	5	5	3	3	4	3	3	4	3	3	3	3	3	4	2	2	3	2	3	3	4	4	4	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	4	5	5	3	4	3	2	3	3	2	2	2	2	2	4	2	2	3	4	3	3	2	3	3	3	3	3	2	3	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	2	4	4	3	4	4	3	1	1	1	1	1	2	2	3	3	3	3	3	2	2	3	3	3	3
hagreselam	166	2012	1	9	9	6	214874	5	5	5	5	4	5	4	4	4	4	4	3	5	5	4	4	4	2	4	4	4	3	4	2	5	5	5	5	5	5	3	3	3	3	3	3	3	4	4	3	3	3	2	3	3	2	2	3	5	4	4	4	4	4	3	3	4	3	4	3	3	3	4	4	4	3	4	4	3	4	4	4	5	5	5	5	5	5	2	2	2	2	2	2	1	2	2	1	2	1	3	3	3	2	2	2	3	4	3	4	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	3	5	5	4	4	4	3	1	1	1	1	1	2	3	2	3	3	2	2	3	2	3	3	3	3
hagreselam	55	2012	1	3	3	15	214877	3	4	3	4	4	3	5	4	4	4	4	3	5	4	4	4	4	3	4	3	3	4	4	3	3	3	2	3	3	3	3	3	3	3	4	3	3	3	4	3	4	4	2	2	3	2	2	3	2	3	2	2	3	2	3	3	4	2	4	3	3	3	4	3	3	3	3	3	3	3	3	3	2	3	1	2	1	2	4	3	3	4	3	4	3	4	4	3	3	4	2	3	3	3	2	3	2	2	1	1	1	1	2	3	3	2	2	2	2	3	2	2	2	2	2	2	2	1	2	2	2	2	3	2	2	2	2	2	1	2	2	2	3	3	2	2	3	3	3	2	2	3	2	2
hagreselam	5	2012	1	1	1	5	214881	4	4	4	5	4	4	4	4	4	4	3	3	5	3	4	5	3	3	4	3	4	3	4	2	4	4	4	4	3	4	2	3	3	3	3	3	3	2	4	4	3	4	3	3	3	3	2	4	3	3	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	4	4	3	4	3	3	3	2	3	2	4	2	3	2	2	2	3	2	4	2	2	3	2	4	3	2	2	2	1	2	2	3	2	2	2	2	1	1	2	2	2	2	2	2	2	2	3	2	2	1	2	3	3	3	3	3	3	1	1	1	1	1	2	3	3	3	3	3	3	3	2	2	3	2	4
hagreselam	38	2012	1	2	2	18	215111	5	5	5	5	5	5	4	4	4	4	4	3	4	4	4	5	4	3	4	3	4	3	4	3	5	5	5	5	5	5	4	3	3	4	4	4	4	4	4	4	4	4	3	3	3	4	3	3	5	5	4	3	4	5	4	3	3	3	3	3	3	3	3	4	4	4	4	4	4	3	4	3	5	5	5	5	5	5	2	3	3	2	3	2	2	2	3	2	3	2	3	3	3	4	2	3	4	4	4	4	4	4	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	3	3	3	4	3	4	3	4	4	1	1	1	1	1	1	2	3	3	3	3	2	2	2	2	2	3	3
hagreselam	314	2012	1	16	16	14	215276	3	4	4	4	4	NA	4	3	3	4	3	NA	4	4	4	3	4	NA	3	3	4	2	3	NA	4	5	5	5	5	5	4	3	3	3	3	3	3	4	4	3	4	4	2	3	3	3	3	3	4	4	4	4	4	4	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	4	3	3	5	5	5	5	4	5	3	2	3	3	2	3	3	2	3	4	2	3	3	2	3	3	2	2	4	3	3	4	3	4	2	2	2	2	2	2	2	3	2	3	2	3	2	2	2	3	2	3	4	4	4	4	4	5	1	1	1	1	1	3	3	3	3	3	3	3	2	2	3	2	2	4
hagreselam	116	2012	1	6	6	16	215411	5	5	5	5	4	5	4	3	4	4	4	4	4	3	4	4	5	4	4	4	5	5	5	3	4	4	5	4	5	4	4	3	3	3	3	3	4	4	5	4	4	4	3	3	3	3	3	3	4	4	4	5	4	5	3	3	3	3	3	3	2	3	2	3	4	3	4	4	4	3	4	5	5	5	5	5	5	5	3	3	3	3	3	3	3	4	4	3	3	3	2	3	4	3	3	3	3	3	3	4	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	5	4	3	4	4	4	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	67	2012	1	4	4	7	216472	4	3	4	4	4	4	4	3	4	4	4	4	4	4	4	5	4	4	4	4	3	4	4	4	3	3	3	3	3	3	5	4	4	3	3	4	3	5	3	4	3	4	4	4	4	3	3	4	3	3	3	3	3	3	3	4	4	3	3	3	4	4	5	4	4	4	4	3	4	4	4	3	2	2	2	1	3	2	3	5	3	4	4	4	4	5	4	4	4	4	3	3	3	4	2	3	1	2	1	1	2	1	3	4	3	3	3	3	3	3	2	3	3	3	3	3	2	3	2	3	2	2	3	2	3	2	2	4	1	2	2	1	3	3	2	3	3	3	4	3	3	3	3	3
hagreselam	274	2012	1	14	14	14	216490	5	4	5	4	4	4	4	4	4	4	4	4	5	4	4	5	4	4	3	4	3	3	4	2	3	4	5	4	4	4	3	4	3	2	3	3	3	3	4	3	3	4	2	2	3	3	3	3	4	4	4	5	4	4	3	3	3	3	3	3	3	3	4	4	4	3	3	3	3	5	3	3	3	3	3	3	2	3	2	2	3	3	3	3	2	2	2	4	3	3	2	2	2	3	2	2	2	2	3	2	2	2	1	2	2	2	1	2	1	2	2	1	1	2	1	2	2	1	2	1	4	3	3	4	3	3	1	1	1	1	2	3	3	2	3	3	3	3	3	2	3	2	3	3
hagreselam	355	2012	1	18	18	15	216625	3	4	3	3	4	NA	3	2	3	3	3	NA	3	2	4	4	4	NA	2	3	3	3	3	NA	5	5	4	5	5	5	3	4	5	3	3	3	3	5	4	4	3	3	2	4	3	3	3	3	4	5	5	4	3	5	3	4	3	4	3	3	3	3	3	3	3	3	3	3	3	4	4	3	5	5	4	4	5	4	3	3	3	3	3	3	3	3	3	4	3	3	4	2	3	3	2	2	3	3	4	3	3	3	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	4	4	4	4	4	4	1	2	1	1	1	3	3	3	4	3	3	3	2	3	3	3	3	3
hagreselam	331	2012	1	17	17	11	222190	5	5	5	5	4	NA	2	2	2	3	3	NA	2	3	3	3	2	NA	2	2	3	3	2	NA	5	5	5	5	5	5	3	3	3	2	3	3	3	4	4	3	3	3	3	3	2	3	3	2	4	5	5	4	5	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	5	5	5	5	5	3	2	2	2	1	2	3	2	2	2	1	2	2	2	3	3	2	2	4	3	4	4	3	4	2	2	2	2	1	2	1	2	1	1	2	2	2	2	2	2	2	2	5	5	3	4	4	5	1	1	1	1	1	2	2	2	3	3	3	3	2	1	3	3	3	2
hagreselam	160	2012	1	8	8	20	222198	3	3	3	3	3	3	4	4	4	4	4	4	5	5	5	5	5	5	4	4	4	4	3	3	4	3	3	3	3	2	5	3	3	3	4	4	4	4	5	4	4	4	3	2	4	3	3	3	3	3	2	3	4	3	4	3	4	3	4	4	4	4	4	4	4	4	3	4	3	4	4	3	1	2	1	2	3	1	4	5	4	5	3	5	5	4	3	5	4	5	3	4	3	3	2	3	1	1	1	1	1	1	3	4	4	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	1	1	1	2	3	2	2	4	4	3	3	3	3	3	3	3	3	4	3
hagreselam	7	2012	1	1	1	7	222297	5	4	5	5	4	5	5	4	4	5	5	4	5	4	5	5	5	5	4	4	4	5	4	5	4	5	5	5	4	4	5	4	3	4	4	4	4	3	4	5	4	4	4	4	3	4	3	5	4	5	4	5	4	5	3	4	4	4	3	3	4	3	4	5	5	3	4	5	4	5	4	4	4	4	5	5	4	3	5	5	4	5	4	4	5	4	4	5	5	4	4	5	5	5	3	4	3	3	4	4	2	3	3	3	4	3	3	3	2	3	3	4	3	3	3	5	3	3	4	4	4	3	4	3	3	4	2	2	1	2	2	3	3	3	4	4	3	3	4	3	3	3	4	4
hagreselam	13	2012	1	1	1	13	222298	5	5	4	4	5	5	4	4	4	4	5	4	4	4	3	5	5	3	4	3	4	4	5	3	5	5	5	5	5	5	4	4	3	4	3	4	3	3	4	4	4	4	4	4	3	3	4	4	4	5	4	5	4	5	3	4	4	3	4	3	3	4	3	4	4	3	4	4	4	5	4	4	5	5	5	5	5	5	3	3	3	3	3	3	3	2	3	3	3	3	3	3	4	5	3	4	3	2	2	3	2	3	1	3	2	2	1	2	2	2	3	4	3	3	2	3	4	3	4	4	4	4	4	4	4	4	1	1	1	1	2	1	2	2	3	2	3	3	3	2	3	3	3	3
hagreselam	127	2012	1	7	7	7	222326	5	5	5	5	4	5	4	4	4	4	4	4	5	4	4	5	5	4	4	3	4	3	4	3	5	5	5	5	5	5	5	5	3	3	3	4	4	4	4	4	4	4	3	3	3	3	3	3	4	4	5	3	4	4	3	3	3	3	3	3	4	3	3	4	4	4	3	3	3	4	4	4	3	4	2	4	2	2	2	2	2	3	1	2	3	3	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	3	3	2	2	3	3	2	2	2	3	2	2	4	5	4	4	5	4	1	1	1	2	1	3	3	3	3	3	2	4	3	3	3	3	3	3
hagreselam	305	2012	1	16	16	5	222332	5	4	5	5	4	NA	4	3	3	4	3	NA	4	4	4	4	3	NA	3	2	3	3	4	NA	5	5	5	5	5	5	4	3	3	4	2	3	4	4	4	3	3	4	3	3	3	2	3	2	5	5	5	5	4	4	3	3	3	4	3	3	3	3	4	4	3	3	3	3	4	3	3	3	5	5	5	5	4	5	2	2	2	2	2	2	2	2	2	2	1	2	3	2	3	2	2	2	5	3	3	4	3	4	2	2	2	1	1	2	2	3	3	3	2	3	2	NA	2	2	2	2	4	4	3	3	4	5	2	1	1	1	1	2	3	3	3	4	4	2	2	2	2	3	2	4
hagreselam	143	2012	1	8	8	3	222346	5	5	5	5	5	5	4	4	4	4	4	3	4	4	4	4	4	3	4	3	4	3	4	2	5	5	5	5	5	5	3	3	4	3	3	3	3	4	3	4	4	4	3	3	4	3	3	3	4	5	4	5	4	5	3	4	4	4	3	3	4	3	4	4	4	4	3	4	4	5	4	4	5	5	5	4	4	5	2	2	2	2	2	2	2	1	2	1	1	1	3	3	3	3	3	3	3	2	4	4	3	4	2	2	3	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	5	4	3	4	4	5	1	1	1	1	1	2	2	2	2	3	3	2	3	2	2	3	2	3
hagreselam	238	2012	1	12	12	18	222352	5	5	5	5	5	5	4	5	5	4	4	4	5	5	5	4	5	4	4	3	4	5	4	3	5	5	5	5	5	5	3	3	3	3	3	3	3	4	4	4	4	3	2	3	3	3	3	3	5	5	5	4	4	4	3	3	3	3	3	3	3	3	3	5	4	3	3	3	3	4	3	3	5	5	5	5	5	5	3	2	2	3	2	3	1	1	3	3	4	3	2	2	4	4	3	3	3	3	4	4	3	3	2	3	2	2	2	2	3	3	2	2	3	3	2	2	2	2	2	2	5	4	4	5	5	4	1	1	2	1	2	2	2	2	3	3	2	2	2	2	2	2	3	3
hagreselam	240	2012	1	12	12	20	222360	4	4	5	4	4	4	4	4	3	4	4	4	5	4	4	4	4	4	4	4	4	4	4	3	3	3	4	3	3	3	4	3	3	2	3	3	3	4	4	3	4	4	2	5	3	2	3	3	4	3	3	3	4	3	4	3	3	3	4	4	3	3	3	3	4	4	4	3	3	3	3	3	1	2	3	2	2	2	5	5	3	4	3	3	5	5	3	4	3	4	3	3	3	3	2	3	2	2	2	2	2	2	3	2	2	3	2	2	3	3	2	3	3	3	3	3	3	3	2	2	2	2	3	2	2	2	4	3	2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3
hagreselam	385	2012	1	20	20	5	222366	4	5	4	4	5	NA	3	2	2	3	3	NA	4	3	3	3	3	NA	3	2	2	4	3	NA	5	4	5	5	5	5	4	3	5	3	2	3	3	4	4	4	4	4	2	3	3	2	2	3	4	5	5	4	4	4	4	3	3	4	3	3	5	4	4	4	3	5	3	3	3	4	3	3	5	5	5	5	5	5	4	3	4	4	3	3	3	4	4	4	3	3	3	2	3	2	3	2	5	3	4	4	5	4	2	2	2	2	2	3	3	3	3	3	2	3	3	3	2	3	3	3	4	4	4	4	4	5	2	2	1	1	2	3	4	3	3	3	5	3	3	3	3	3	3	2
hagreselam	320	2012	1	16	16	20	222387	2	2	2	3	3	NA	4	4	4	3	3	NA	5	5	4	4	4	NA	4	3	4	4	4	NA	5	5	5	5	5	5	4	3	3	3	3	3	3	4	4	4	4	3	3	3	3	3	3	3	4	5	5	4	4	5	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	5	5	5	5	5	5	1	1	2	2	1	1	2	1	1	1	1	1	3	3	3	3	2	3	3	3	3	4	3	4	2	2	2	1	3	1	2	2	2	2	3	3	2	2	2	2	3	2	5	5	4	4	4	5	1	1	1	1	1	2	3	3	3	4	4	3	3	3	3	3	3	4
hagreselam	195	2012	1	10	10	15	222408	5	5	5	5	5	5	4	4	4	4	4	4	5	5	5	5	5	5	3	3	4	4	4	3	4	4	5	5	5	4	4	4	2	3	3	4	4	3	3	3	3	4	3	2	3	2	3	3	5	5	4	5	4	4	4	3	4	4	4	4	4	4	4	5	3	3	3	4	4	3	4	5	4	3	4	4	3	3	4	4	3	4	4	4	4	4	4	2	4	4	3	3	3	1	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	2	2	2	2	2	3	4	4	3	4	3	2	2	1	2	2	3	4	4	4	3	3	3	3	3	3	3	3	3
hagreselam	100	2012	1	5	5	20	222413	5	5	5	5	4	5	4	3	4	4	4	3	5	4	4	5	4	3	4	4	4	3	4	3	4	5	4	5	5	5	4	4	3	3	3	3	4	3	4	4	4	4	3	4	3	3	3	3	5	4	4	4	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	5	5	5	5	5	5	3	2	2	2	2	3	3	2	2	2	2	3	2	3	3	3	2	3	3	3	3	3	2	3	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	3	2	2	4	4	4	5	4	4	1	1	1	1	2	3	3	3	3	3	3	2	3	3	3	3	3	3
hagreselam	21	2012	1	2	2	1	222415	5	5	5	5	5	5	4	3	4	5	4	4	5	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	5	4	5	4	4	4	4	3	3	4	4	4	4	4	4	4	3	3	3	4	3	3	3	4	4	3	3	3	5	4	5	4	4	4	5	5	5	5	5	5	3	3	3	3	3	3	3	4	3	2	3	3	4	3	4	5	4	4	4	4	4	4	4	4	2	2	2	1	1	1	2	2	2	3	3	2	3	3	3	3	3	3	4	4	4	5	4	5	1	1	1	1	2	3	3	3	3	4	3	3	3	2	3	3	3	3
hagreselam	20	2012	1	1	1	20	222419	5	5	5	5	5	5	4	3	4	4	5	3	5	5	5	5	5	3	4	4	4	5	4	3	5	5	5	5	5	5	4	4	4	3	3	3	4	4	3	4	4	4	4	4	4	4	3	4	4	4	4	5	2	5	3	3	3	2	3	3	3	3	3	3	4	3	3	4	3	3	3	4	5	5	5	5	5	5	2	3	3	2	3	3	2	2	3	2	3	3	3	3	4	4	3	3	4	4	4	4	4	4	2	2	3	1	2	2	3	2	3	3	3	3	2	2	3	3	3	3	5	5	4	4	5	4	1	1	1	1	2	3	3	3	4	3	3	3	3	3	3	3	3	4
hagreselam	73	2012	1	4	4	13	222426	4	3	4	4	4	4	4	4	4	5	5	4	5	5	5	5	5	4	4	4	4	5	4	3	3	3	4	4	4	4	4	3	4	3	4	3	4	4	4	4	5	4	2	4	3	3	3	3	4	4	4	4	3	4	3	4	3	4	3	4	4	4	4	4	4	3	4	3	3	3	5	3	4	3	4	4	4	2	4	4	4	5	4	5	4	4	4	4	4	5	3	3	3	4	3	4	3	3	2	3	2	3	2	3	4	3	2	3	3	3	3	4	2	4	3	3	3	3	3	3	2	3	3	4	3	3	2	2	1	2	3	4	4	3	4	3	3	4	3	3	3	3	3	3
hagreselam	171	2012	1	9	9	11	222432	5	5	5	5	5	5	4	4	4	3	4	4	4	4	4	4	5	5	5	3	5	4	4	3	5	5	5	5	5	5	4	3	3	3	3	4	4	4	4	4	4	4	3	3	3	3	3	3	4	4	3	4	4	4	3	3	3	3	4	3	3	3	4	4	4	3	3	4	4	4	4	3	4	5	5	5	4	5	2	2	2	2	2	2	2	2	2	1	1	2	3	2	2	2	1	3	3	3	3	4	3	4	2	2	3	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	5	5	5	4	5	5	1	1	1	1	1	3	4	4	3	3	3	3	3	2	3	2	3	3
hagreselam	134	2012	1	7	7	14	222433	4	3	4	4	4	3	4	4	4	4	3	3	5	5	4	4	4	4	4	4	3	3	3	2	3	3	3	3	4	3	2	4	4	2	2	3	2	3	2	3	3	3	2	2	2	2	2	2	2	3	3	3	3	3	3	4	3	3	4	4	3	3	3	4	4	3	2	3	3	2	3	2	2	2	2	1	3	2	2	2	2	2	2	3	3	3	2	2	2	3	2	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	1	2	1	2	2	1	2	2	2	1	2	1	2	3	3	3	3	4	1	1	1	1	2	4	2	2	2	3	2	4	2	2	2	2	3	3
hagreselam	181	2012	1	10	10	1	222434	4	4	4	4	4	4	4	4	4	3	3	4	4	5	5	5	4	5	4	4	4	5	4	3	3	3	3	3	3	3	2	4	3	1	4	2	3	3	4	3	4	3	2	2	3	2	3	2	3	3	2	3	3	3	3	4	3	3	2	3	3	4	3	3	4	3	2	3	3	4	2	2	3	3	2	2	2	2	4	5	4	4	4	4	5	5	5	4	3	4	4	4	3	4	2	3	1	1	1	1	1	1	1	3	2	3	3	2	2	3	2	3	3	3	2	2	2	2	2	2	3	2	2	2	3	3	1	1	2	2	2	4	3	3	4	3	3	4	3	3	3	3	2	3
